feature_id	start	end	chromosome
ENSG00000162006	769428	783370	16
ENSG00000207579	770183	770277	16
ENSG00000197912	89490719	89557766	16
ENSG00000261118	89492017	89504460	16
ENSG00000200084	89561434	89561517	16
ENSG00000178773	89575758	89597246	16
ENSG00000015413	89613308	89638456	16
ENSG00000275734	89671568	89685304	16
ENSG00000185324	89680737	89696354	16
ENSG00000260259	89682620	89686569	16
ENSG00000158792	89696357	89701705	16
ENSG00000075399	89707134	89720898	16
ENSG00000261373	89711856	89718165	16
ENSG00000131165	89640816	89657738	16
ENSG00000150281	30896614	30903547	16
ENSG00000155714	21983865	22001116	16
ENSG00000103194	84699986	84779922	16
ENSG00000064270	84368527	84464187	16
ENSG00000158545	88570403	88631964	16
ENSG00000166455	81053497	81077267	16
ENSG00000010539	3222325	3236221	16
ENSG00000007392	188969	229463	16
ENSG00000162086	3305406	3318852	16
ENSG00000103313	3242027	3256633	16
ENSG00000169180	28097976	28211965	16
ENSG00000122386	3112560	3120517	16
ENSG00000166816	75111860	75116780	16
ENSG00000059122	2911931	2951208	16
ENSG00000180917	71281389	71289715	16
ENSG00000166164	50313487	50368988	16
ENSG00000149922	30085793	30091924	16
ENSG00000157335	70173322	70187361	16
ENSG00000167526	89560677	89564542	16
ENSG00000140807	50548396	50649249	16
ENSG00000260029	50551824	50553940	16
ENSG00000278909	50555355	50558719	16
ENSG00000205414	50606076	50613684	16
ENSG00000260249	50664903	50671639	16
ENSG00000167208	50666300	50681353	16
ENSG00000270120	50712844	50713589	16
ENSG00000261644	50727417	50742815	16
ENSG00000264947	50742305	50742377	16
ENSG00000260616	50783859	50803338	16
ENSG00000261703	50806668	50807629	16
ENSG00000260042	50856614	50879278	16
ENSG00000199771	50869455	50869575	16
ENSG00000260828	57603137	57603697	16
ENSG00000205336	57610652	57665580	16
ENSG00000261633	57622034	57631647	16
ENSG00000182885	57668277	57689378	16
ENSG00000260467	57681124	57701730	16
ENSG00000159625	57694793	57731805	16
ENSG00000260438	57713782	57714957	16
ENSG00000140854	57735739	57757244	16
ENSG00000276166	57759358	57760024	16
ENSG00000274816	57772289	57772352	16
ENSG00000187185	57798186	57816946	16
ENSG00000206833	57830536	57830642	16
ENSG00000083799	50742050	50801935	16
ENSG00000259962	53362019	53363678	16
ENSG00000260078	53364982	53373083	16
ENSG00000261804	53373479	53385019	16
ENSG00000262714	53386944	53389085	16
ENSG00000279741	53389886	53390563	16
ENSG00000280027	53391089	53392473	16
ENSG00000252569	53443228	53443332	16
ENSG00000259926	53448748	53449590	16
ENSG00000279344	53478957	53481550	16
ENSG00000279722	53487607	53489943	16
ENSG00000166971	53491040	53504411	16
ENSG00000287909	53544339	53545689	16
ENSG00000275191	53628256	53628816	16
ENSG00000261630	53981229	53981912	16
ENSG00000280392	53991012	53994454	16
ENSG00000260194	53998313	53999969	16
ENSG00000204991	89818179	89871319	16
ENSG00000141002	89873570	89913627	16
ENSG00000267048	89906157	89918233	16
ENSG00000258839	89912119	89920973	16
ENSG00000198211	89919165	89936092	16
ENSG00000259006	89919827	89922662	16
ENSG00000223959	89972586	90002161	16
ENSG00000141013	90019629	90044975	16
ENSG00000221819	90028908	90029901	16
ENSG00000222019	90039761	90047773	16
ENSG00000261812	90093154	90096354	16
ENSG00000260528	90102271	90178344	16
ENSG00000260507	90105095	90106316	16
ENSG00000261172	90110574	90168225	16
ENSG00000222359	90144592	90144695	16
ENSG00000277349	90174062	90175865	16
ENSG00000003249	90004871	90019890	16
ENSG00000259843	50046429	50066224	16
ENSG00000261835	50046496	50047798	16
ENSG00000273829	50054143	50054430	16
ENSG00000260298	50058150	50059231	16
ENSG00000155393	50065970	50107272	16
ENSG00000279356	50072862	50074986	16
ENSG00000202124	50098264	50098358	16
ENSG00000260381	50100339	50121943	16
ENSG00000287444	50120064	50129904	16
ENSG00000260031	50151280	50151577	16
ENSG00000252526	50151642	50151731	16
ENSG00000207649	56858518	56858601	16
ENSG00000070915	56865207	56915850	16
ENSG00000283471	56904264	56904353	16
ENSG00000243988	56906534	56906956	16
ENSG00000051108	56932142	56944864	16
ENSG00000261270	56940278	56941342	16
ENSG00000261114	56941028	56941726	16
ENSG00000087237	56961923	56983845	16
ENSG00000140853	56989485	57083531	16
ENSG00000259922	57013071	57014100	16
ENSG00000260145	57052505	57058497	16
ENSG00000260148	57091213	57092303	16
ENSG00000140848	57092583	57148369	16
ENSG00000279019	57140896	57144586	16
ENSG00000279803	57142652	57144936	16
ENSG00000172775	57152466	57186116	16
ENSG00000285979	57177349	57181390	16
ENSG00000102931	57245259	57253635	16
ENSG00000276663	57245832	57246396	16
ENSG00000260038	57247350	57248492	16
ENSG00000102934	57248547	57284672	16
ENSG00000260965	57321352	57322117	16
ENSG00000271456	57332379	57332599	16
ENSG00000103051	70480568	70523560	16
ENSG00000157368	70579895	70660682	16
ENSG00000125149	67109941	67148544	16
ENSG00000237172	67148104	67150998	16
ENSG00000102871	67154185	67159909	16
ENSG00000135722	67159932	67164570	16
ENSG00000265690	67163385	67165815	16
ENSG00000140939	67170154	67175735	16
ENSG00000196123	67175599	67184040	16
ENSG00000179044	67184379	67190185	16
ENSG00000205250	67192155	67198918	16
ENSG00000102890	67199111	67204029	16
ENSG00000207948	67202321	67202395	16
ENSG00000280163	67205175	67206849	16
ENSG00000168701	67227103	67229278	16
ENSG00000135723	67229387	67247481	16
ENSG00000135740	67237683	67272191	16
ENSG00000262691	67261108	67263784	16
ENSG00000168676	67289428	67326760	16
ENSG00000201201	67321658	67321987	16
ENSG00000159708	67326798	67385204	16
ENSG00000159713	67389809	67393518	16
ENSG00000239194	67390691	67390850	16
ENSG00000159714	67394152	67416833	16
ENSG00000176387	67430652	67437553	16
ENSG00000261320	67430667	67431464	16
ENSG00000159720	67438014	67481181	16
ENSG00000159723	67482571	67483547	16
ENSG00000241067	16094192	16095209	16
ENSG00000262332	16223027	16224261	16
ENSG00000263029	16260866	16261235	16
ENSG00000262848	16290135	16292242	16
ENSG00000257381	16300159	16300242	16
ENSG00000264722	16306370	16306434	16
ENSG00000257366	16308542	16310000	16
ENSG00000265373	16309879	16309966	16
ENSG00000244257	16310341	16334190	16
ENSG00000206706	16314112	16314211	16
ENSG00000183889	16317444	16350590	16
ENSG00000278221	16324588	16324654	16
ENSG00000277698	16329305	16329364	16
ENSG00000277920	16351545	16351653	16
ENSG00000227827	16356224	16377507	16
ENSG00000276311	16368876	16368942	16
ENSG00000265113	69240549	69241929	16
ENSG00000260914	69299682	69322700	16
ENSG00000132612	69311350	69326939	16
ENSG00000213380	69320140	69339583	16
ENSG00000258429	69326913	69330588	16
ENSG00000272617	69328644	69334871	16
ENSG00000260371	69335091	69356306	16
ENSG00000259900	69335276	69351730	16
ENSG00000132603	69337996	69343106	16
ENSG00000157315	69343250	69351786	16
ENSG00000132604	69355567	69408571	16
ENSG00000103018	69424619	69466264	16
ENSG00000261527	69443240	69444290	16
ENSG00000260108	69463844	69466264	16
ENSG00000223109	69565808	69565868	16
ENSG00000274093	69632141	69632571	16
ENSG00000256982	89046172	89052966	16
ENSG00000176715	89088375	89164121	16
ENSG00000261546	89113175	89115279	16
ENSG00000180422	89159146	89164245	16
ENSG00000205015	89166383	89169147	16
ENSG00000129910	89171748	89195492	16
ENSG00000259877	89215211	89217653	16
ENSG00000260659	89226807	89228692	16
ENSG00000268218	89268104	89273044	16
ENSG00000260279	89296128	89298317	16
ENSG00000261253	89321133	89325110	16
ENSG00000170100	89217703	89237141	16
ENSG00000103226	16232506	16300806	16
ENSG00000273551	1148224	1148754	16
ENSG00000196557	1153106	1221771	16
ENSG00000260403	1156976	1157974	16
ENSG00000259910	1159548	1160176	16
ENSG00000261294	1206560	1207124	16
ENSG00000116176	1221651	1225257	16
ENSG00000277010	1223639	1224143	16
ENSG00000197253	1227272	1230184	16
ENSG00000172236	1240379	1242554	16
ENSG00000095917	1256059	1259008	16
ENSG00000260182	1257339	1258074	16
ENSG00000196364	1260952	1263845	16
ENSG00000261564	1273751	1276522	16
ENSG00000260991	1280161	1280544	16
ENSG00000260284	1286351	1288837	16
ENSG00000260710	1294551	1299166	16
ENSG00000274751	1305547	1309413	16
ENSG00000261505	1317891	1322845	16
ENSG00000219274	1329078	1329777	16
ENSG00000103275	1308880	1327018	16
ENSG00000007516	1333638	1349441	16
ENSG00000007520	1349240	1351878	16
ENSG00000260425	1358900	1361405	16
ENSG00000133393	15865719	15888625	16
ENSG00000206778	15877163	15877266	16
ENSG00000262171	15885029	15886158	16
ENSG00000215003	15931697	15932294	16
ENSG00000180035	30378106	30400108	16
ENSG00000280137	30379763	30380110	16
ENSG00000179965	30407414	30431108	16
ENSG00000199787	30419625	30419759	16
ENSG00000179918	30443631	30445874	16
ENSG00000202476	30453997	30454097	16
ENSG00000222701	30471587	30471703	16
ENSG00000261346	30477180	30489353	16
ENSG00000260487	30480588	30481346	16
ENSG00000251706	30483135	30483195	16
ENSG00000261332	30498766	30499554	16
ENSG00000266305	30503919	30504001	16
ENSG00000169957	30524004	30526821	16
ENSG00000261459	30525923	30534852	16
ENSG00000278922	30526918	30528294	16
ENSG00000169955	30530367	30535347	16
ENSG00000235560	30534752	30537149	16
ENSG00000260494	30537202	30538231	16
ENSG00000169951	30553764	30558374	16
ENSG00000239791	30572039	30583860	16
ENSG00000197162	30573740	30585769	16
ENSG00000260167	30585907	30608593	16
ENSG00000261588	30587662	30587920	16
ENSG00000156853	30602558	30624012	16
ENSG00000260678	30615256	30615679	16
ENSG00000261680	30624285	30624714	16
ENSG00000260113	30626976	30627178	16
ENSG00000156858	30650717	30656413	16
ENSG00000156860	30658431	30670810	16
ENSG00000252074	30675300	30675402	16
ENSG00000261840	30697707	30699058	16
ENSG00000222287	30701337	30701435	16
ENSG00000005844	30472658	30523567	16
ENSG00000260545	58116885	58119353	16
ENSG00000260927	58129519	58163246	16
ENSG00000070770	58157907	58198106	16
ENSG00000260867	58197112	58217805	16
ENSG00000240863	58199568	58199836	16
ENSG00000103021	58231157	58283836	16
ENSG00000103023	58279997	58295047	16
ENSG00000179958	30423615	30430030	16
ENSG00000214967	16379055	16393954	16
ENSG00000261181	16394912	16398594	16
ENSG00000261362	16541217	16541847	16
ENSG00000103222	15949138	16143257	16
ENSG00000102924	49277917	49281838	16
ENSG00000279249	49282021	49350504	16
ENSG00000280189	49297143	49299762	16
ENSG00000166152	49373804	49399431	16
ENSG00000262950	49442910	49454109	16
ENSG00000263110	49454229	49457269	16
ENSG00000261623	49466106	49469875	16
ENSG00000102935	49487524	49857919	16
ENSG00000260089	49517762	49518601	16
ENSG00000260024	49708006	49708243	16
ENSG00000280131	49711273	49711914	16
ENSG00000259978	49764454	49764688	16
ENSG00000275155	49847018	49847632	16
ENSG00000279842	49900019	49900524	16
ENSG00000261751	49920730	49924154	16
ENSG00000244551	49935028	49935352	16
ENSG00000283365	49954985	49968730	16
ENSG00000121281	50246137	50318135	16
ENSG00000274969	50292616	50292675	16
ENSG00000121274	50152911	50235310	16
ENSG00000179776	66366622	66404784	16
ENSG00000246898	66408524	66412135	16
ENSG00000166546	66427295	66493529	16
ENSG00000260146	66450998	66451351	16
ENSG00000260755	66509437	66510048	16
ENSG00000261519	66549280	66551189	16
ENSG00000275745	66550457	66550567	16
ENSG00000217555	66552563	66566251	16
ENSG00000254788	66552587	66579135	16
ENSG00000277978	66565620	66566001	16
ENSG00000140932	66579448	66588275	16
ENSG00000260650	66579983	66580716	16
ENSG00000140931	66603874	66613892	16
ENSG00000183723	66614750	66696743	16
ENSG00000260465	66720897	66731785	16
ENSG00000287965	66729152	66741416	16
ENSG00000260558	66738238	66739722	16
ENSG00000188603	28474111	28495575	16
ENSG00000166780	15434475	15625028	16
ENSG00000133392	15703135	15857028	16
ENSG00000176046	28532708	28539008	16
ENSG00000197165	28591943	28597050	16
ENSG00000288656	28537040	28623555	16
ENSG00000196502	28603944	28623625	16
ENSG00000261656	66469796	66481230	16
ENSG00000260851	66469812	66517312	16
ENSG00000166548	66508003	66552544	16
ENSG00000260565	2660348	2682379	16
ENSG00000167977	2682523	2709030	16
ENSG00000279901	2683106	2684764	16
ENSG00000172382	2712419	2720551	16
ENSG00000205913	2737076	2752600	16
ENSG00000167978	2752626	2772538	16
ENSG00000103363	2771414	2777280	16
ENSG00000276791	2777319	2780568	16
ENSG00000221719	2796408	2796532	16
ENSG00000215148	2798470	2805304	16
ENSG00000007038	2817180	2826304	16
ENSG00000262154	2822659	2822993	16
ENSG00000172460	2839568	2842744	16
ENSG00000005001	2852730	2858170	16
ENSG00000263325	2857898	2859726	16
ENSG00000263280	2866325	2868251	16
ENSG00000102981	67660946	67662774	16
ENSG00000153446	5044122	5066110	16
ENSG00000140995	89948697	89968060	16
ENSG00000103168	84177847	84187070	16
ENSG00000198373	69762328	69941741	16
ENSG00000103269	675671	678268	16
ENSG00000102904	67806765	67832148	16
ENSG00000011638	21158377	21180616	16
ENSG00000251692	1485886	1488981	16
ENSG00000162066	2520357	2531422	16
ENSG00000167207	50693588	50734041	16
ENSG00000121270	48165773	48247568	16
ENSG00000099364	30923055	30948783	16
ENSG00000099385	30833626	30894302	16
ENSG00000103549	30761745	30776307	16
ENSG00000153066	11679083	11742857	16
ENSG00000198736	1938229	1943293	16
ENSG00000153406	4461691	4495763	16
ENSG00000103253	726936	735525	16
ENSG00000089505	66566393	66579137	16
ENSG00000196408	1978917	1984192	16
ENSG00000260084	68573782	68589512	16
ENSG00000275383	68591382	68594424	16
ENSG00000252040	68630223	68630354	16
ENSG00000252640	68630851	68630968	16
ENSG00000062038	68636189	68727468	16
ENSG00000260577	68644248	68646168	16
ENSG00000260860	68651056	68651948	16
ENSG00000261395	68686399	68686670	16
ENSG00000039068	68737292	68835537	16
ENSG00000200558	68742480	68742588	16
ENSG00000260798	68814330	68823526	16
ENSG00000260459	68822587	68823070	16
ENSG00000199979	68885576	68885677	16
ENSG00000277211	20155648	20158391	16
ENSG00000263253	20208925	20209525	16
ENSG00000227624	20238972	20239247	16
ENSG00000169347	20309574	20327808	16
ENSG00000169344	20333051	20356301	16
ENSG00000169340	20359175	20404737	16
ENSG00000263237	20385957	20391164	16
ENSG00000183549	20409534	20441336	16
ENSG00000262995	20440266	20447000	16
ENSG00000183747	20451461	20487669	16
ENSG00000280306	20487702	20489659	16
ENSG00000008516	3046062	3060726	16
ENSG00000167194	30023198	30027736	16
ENSG00000212379	58378052	58378148	16
ENSG00000261078	58382989	58383798	16
ENSG00000252271	58384442	58384542	16
ENSG00000276131	58392153	58392807	16
ENSG00000260186	58421326	58462470	16
ENSG00000103034	58462846	58513628	16
ENSG00000200556	58496908	58497014	16
ENSG00000103037	58515479	58523842	16
ENSG00000125107	58519951	58629885	16
ENSG00000276259	58522970	58523842	16
ENSG00000207493	58548499	58548633	16
ENSG00000206952	58559796	58559929	16
ENSG00000281910	58559796	58559931	16
ENSG00000260865	58597589	58597945	16
ENSG00000103042	58665109	58684770	16
ENSG00000279889	58705799	58706297	16
ENSG00000125166	58707131	58734342	16
ENSG00000200424	58744251	58744357	16
ENSG00000244003	58770524	58770820	16
ENSG00000260451	58776540	58777563	16
ENSG00000242423	58825891	58826368	16
ENSG00000103154	83968244	84002776	16
ENSG00000103479	53433977	53491648	16
ENSG00000103494	53598153	53703938	16
ENSG00000258947	89921392	89938761	16
ENSG00000065457	75596868	75623300	16
ENSG00000070729	57882340	57971128	16
ENSG00000229917	11027024	11027763	16
ENSG00000274038	11056556	11057034	16
ENSG00000262020	11066496	11071102	16
ENSG00000179583	10866222	10943021	16
ENSG00000159579	57186137	57240469	16
ENSG00000189067	11547722	11636381	16
ENSG00000183454	9753404	10182928	16
ENSG00000260468	10514842	10528202	16
ENSG00000213853	10528422	10580632	16
ENSG00000256013	10529440	10532082	16
ENSG00000260310	10576499	10578183	16
ENSG00000234186	27066927	27069166	16
ENSG00000166188	57994676	58000672	16
ENSG00000229809	30569672	30572734	16
ENSG00000166451	81006552	81033114	16
ENSG00000205423	50024410	50037088	16
ENSG00000205730	19113932	19121629	16
ENSG00000126856	90056566	90092072	16
ENSG00000153815	81444808	81711762	16
ENSG00000177946	89969791	89972534	16
ENSG00000162039	1833986	1884294	16
ENSG00000125122	67207139	67227048	16
ENSG00000196155	67277510	67289499	16
ENSG00000090581	1351931	1365737	16
ENSG00000066813	20536226	20576427	16
ENSG00000260201	20580999	20586640	16
ENSG00000260762	20586550	20607107	16
ENSG00000005187	20610243	20797581	16
ENSG00000275315	20616409	20616532	16
ENSG00000274730	20618205	20620758	16
ENSG00000066654	20702816	20742084	16
ENSG00000283399	20711473	20732990	16
ENSG00000285303	20720994	20722281	16
ENSG00000260510	20743663	20766620	16
ENSG00000200893	20784509	20784615	16
ENSG00000005189	20806429	20849665	16
ENSG00000275908	20823443	20823537	16
ENSG00000166743	20623235	20698890	16
ENSG00000279357	8666762	8667271	16
ENSG00000183044	8674596	8784575	16
ENSG00000243954	8683254	8683551	16
ENSG00000238417	8705456	8705517	16
ENSG00000260764	8731416	8731559	16
ENSG00000184857	8780384	8797642	16
ENSG00000260350	8847650	8848724	16
ENSG00000153048	8852942	8869012	16
ENSG00000261481	8869251	8870032	16
ENSG00000283516	8881634	8885351	16
ENSG00000187555	8892097	8975328	16
ENSG00000260979	8962706	8966990	16
ENSG00000167522	89267630	89490561	16
ENSG00000288715	89317046	89418292	16
ENSG00000261692	89420075	89422226	16
ENSG00000287351	89430988	89453678	16
ENSG00000252887	89443318	89443424	16
ENSG00000270832	89458870	89459437	16
ENSG00000086504	366969	371289	16
ENSG00000129925	370788	387113	16
ENSG00000236829	382097	392960	16
ENSG00000103202	396725	410367	16
ENSG00000242612	401858	412487	16
ENSG00000276984	424243	424543	16
ENSG00000125144	56666730	56668065	16
ENSG00000262120	71420483	71421518	16
ENSG00000260734	71429980	71442054	16
ENSG00000262008	71443055	71443856	16
ENSG00000261611	71447600	71489311	16
ENSG00000247324	71462278	71465941	16
ENSG00000157429	71464555	71565089	16
ENSG00000260520	71513863	71517849	16
ENSG00000140835	71525233	71538748	16
ENSG00000260015	71539834	71541825	16
ENSG00000252339	71563430	71563528	16
ENSG00000260886	71564952	71578187	16
ENSG00000198650	71565660	71577092	16
ENSG00000260593	71623708	71626816	16
ENSG00000140832	71626161	71642114	16
ENSG00000040199	71637835	71724701	16
ENSG00000260185	71655027	71664212	16
ENSG00000199301	71666091	71666197	16
ENSG00000263666	71698567	71698701	16
ENSG00000261513	71723180	71724230	16
ENSG00000260612	71726975	71727992	16
ENSG00000166747	71729000	71809201	16
ENSG00000223224	71758402	71758487	16
ENSG00000283057	71777603	71777834	16
ENSG00000262140	71833787	71835932	16
ENSG00000279592	71859680	71860676	16
ENSG00000260326	52934813	52935635	16
ENSG00000260258	52942139	52943464	16
ENSG00000260939	53010395	53011286	16
ENSG00000277639	53035690	53052873	16
ENSG00000261291	53168522	53169450	16
ENSG00000280227	53227146	53227694	16
ENSG00000261056	53298224	53299792	16
ENSG00000279589	53310797	53311989	16
ENSG00000238645	53334562	53334664	16
ENSG00000202193	53337453	53337571	16
ENSG00000103546	55655988	55707645	16
ENSG00000278928	55704119	55706422	16
ENSG00000260765	55728115	55750111	16
ENSG00000261330	77892422	77892915	16
ENSG00000261540	78014683	78059454	16
ENSG00000166509	78022515	78066761	16
ENSG00000260731	78048483	78049897	16
ENSG00000261776	78055824	78056927	16
ENSG00000186153	78099400	79212667	16
ENSG00000276007	78123243	78124332	16
ENSG00000279991	78166717	78168514	16
ENSG00000260969	78234652	78241989	16
ENSG00000287106	78273497	78275607	16
ENSG00000260014	78355529	78355834	16
ENSG00000260733	78495926	78506568	16
ENSG00000279887	78525189	78526535	16
ENSG00000261837	78534374	78535648	16
ENSG00000279129	78550739	78553296	16
ENSG00000286894	78793584	78796362	16
ENSG00000243101	78825281	78826006	16
ENSG00000280115	78872739	78873505	16
ENSG00000280190	78890231	78892302	16
ENSG00000260816	78895361	78899644	16
ENSG00000279732	78981722	78981843	16
ENSG00000261537	78994345	79004730	16
ENSG00000280274	79016136	79017429	16
ENSG00000260694	79077376	79078234	16
ENSG00000260479	79090050	79101754	16
ENSG00000260511	79105957	79110882	16
ENSG00000277954	79202624	79206739	16
ENSG00000285918	79208493	79211264	16
ENSG00000261722	79212711	79229453	16
ENSG00000222244	79264454	79264573	16
ENSG00000261472	79505603	79516293	16
ENSG00000175595	13920138	13952348	16
ENSG00000242307	13922332	13922679	16
ENSG00000262732	13930677	13935635	16
ENSG00000263234	13953155	13954825	16
ENSG00000262097	14001320	14016056	16
ENSG00000261856	14018880	14021077	16
ENSG00000276564	14150833	14153235	16
ENSG00000262529	14191820	14200277	16
ENSG00000262470	14200357	14200979	16
ENSG00000091262	16149565	16223522	16
ENSG00000118898	4882507	4960741	16
ENSG00000103184	4958330	5019157	16
ENSG00000267072	5010909	5042250	16
ENSG00000033011	5033702	5087379	16
ENSG00000162004	722582	726954	16
ENSG00000134398	23690310	23713226	16
ENSG00000261583	23711990	23712793	16
ENSG00000279756	23753689	23755939	16
ENSG00000166869	23755026	23758935	16
ENSG00000166501	23835983	24220611	16
ENSG00000279276	23962951	23963351	16
ENSG00000279202	24098239	24099971	16
ENSG00000274466	24203116	24203231	16
ENSG00000279554	24208105	24208478	16
ENSG00000260264	24236104	24252863	16
ENSG00000006116	24256335	24362412	16
ENSG00000201541	24333415	24333547	16
ENSG00000239081	24400056	24400117	16
ENSG00000260072	24472798	24495177	16
ENSG00000122257	24537693	24572863	16
ENSG00000261392	9068554	9072412	16
ENSG00000182831	9091644	9121635	16
ENSG00000263244	9104848	9113181	16
ENSG00000260349	9105834	9107174	16
ENSG00000220793	9156402	9156881	16
ENSG00000140650	8788823	8862534	16
ENSG00000167005	56429133	56452199	16
ENSG00000288725	56430556	56501497	16
ENSG00000125124	56465640	56582667	16
ENSG00000224470	71808439	71885268	16
ENSG00000182149	71845996	71931199	16
ENSG00000102984	71859680	71895336	16
ENSG00000261765	71881553	71882273	16
ENSG00000242176	71991151	71991305	16
ENSG00000263311	72004239	72004803	16
ENSG00000263232	72005037	72006543	16
ENSG00000102967	72008588	72027664	16
ENSG00000140830	72044289	72094431	16
ENSG00000257017	72054505	72061055	16
ENSG00000261701	72063148	72077246	16
ENSG00000260252	72084857	72087443	16
ENSG00000140829	72093613	72112912	16
ENSG00000166589	66908122	66918917	16
ENSG00000166592	66921679	66925536	16
ENSG00000166595	66932065	66934423	16
ENSG00000172831	66934444	66945096	16
ENSG00000265408	66942712	66963256	16
ENSG00000280416	66944660	66945096	16
ENSG00000172828	66961245	66975149	16
ENSG00000172824	66988589	67009758	16
ENSG00000280334	67006672	67009481	16
ENSG00000265918	67019519	67019817	16
ENSG00000067955	67028984	67101058	16
ENSG00000102878	67164681	67169945	16
ENSG00000099381	30957754	30984664	16
ENSG00000103024	1770320	1771561	16
ENSG00000285043	30053123	30070414	16
ENSG00000159648	57976435	57988116	16
ENSG00000185338	11254417	11256204	16
ENSG00000213918	3611728	3680143	16
ENSG00000168488	28822999	28837237	16
ENSG00000197774	1772810	1781708	16
ENSG00000167523	89657740	89671272	16
ENSG00000168418	84218657	84240012	16
ENSG00000103404	23061406	23149452	16
ENSG00000205832	4556340	4600758	16
ENSG00000277481	71929538	72000402	16
ENSG00000182685	2209253	2210905	16
ENSG00000078328	5239802	7713340	16
ENSG00000008517	3065297	3082192	16
ENSG00000261284	31863633	31864876	16
ENSG00000259874	31870887	31871124	16
ENSG00000185947	31873807	31917357	16
ENSG00000259950	31894542	31894983	16
ENSG00000261289	31952160	31952473	16
ENSG00000197476	31962063	31962381	16
ENSG00000260218	31963803	31964079	16
ENSG00000260628	31975803	32003728	16
ENSG00000261727	32008438	32084785	16
ENSG00000261704	32034853	32035326	16
ENSG00000223931	32051825	32052280	16
ENSG00000260048	32059084	32059372	16
ENSG00000270472	32066065	32066358	16
ENSG00000230267	32103245	32188107	16
ENSG00000260584	32116700	32116997	16
ENSG00000286473	32126432	32132724	16
ENSG00000279997	32185624	32186311	16
ENSG00000260847	32188333	32193530	16
ENSG00000260649	32189262	32189481	16
ENSG00000260540	32199902	32202822	16
ENSG00000260344	32213380	32213503	16
ENSG00000260575	32250620	32254422	16
ENSG00000205456	32252719	32255922	16
ENSG00000260402	32262827	32265514	16
ENSG00000196993	28751787	28772807	16
ENSG00000262668	3188204	3224779	16
ENSG00000103355	2783953	2787948	16
ENSG00000185864	21834569	21880827	16
ENSG00000177200	53054991	53329150	16
ENSG00000135702	75528530	75536108	16
ENSG00000178188	28846600	28874212	16
ENSG00000135709	85027751	85094230	16
ENSG00000180096	30378133	30395991	16
ENSG00000174938	29871159	29899550	16
ENSG00000167377	71447597	71463095	16
ENSG00000140839	74408270	74421953	16
ENSG00000259803	89195761	89201651	16
ENSG00000255524	28637654	28658744	16
ENSG00000162078	2830169	2839585	16
ENSG00000172530	87949244	88077318	16
ENSG00000185164	18417325	18562211	16
ENSG00000262061	331205	333488	17
ENSG00000257950	3663063	3696194	17
ENSG00000141258	2337498	2381058	17
ENSG00000262884	2962248	2965895	17
ENSG00000185722	4163821	4263995	17
ENSG00000091640	4959226	4967817	17
ENSG00000282936	6628619	6640456	17
ENSG00000074755	4004445	4143030	17
ENSG00000167193	1420689	1463162	17
ENSG00000132359	2755705	3037741	17
ENSG00000227495	5019214	5020093	17
ENSG00000072849	5471254	5486811	17
ENSG00000274363	4267691	4268430	17
ENSG00000280136	88641	118578	17
ENSG00000241525	404468	414023	17
ENSG00000167858	6789133	6831761	17
ENSG00000108523	4940008	4945222	17
ENSG00000213977	3662895	3668679	17
ENSG00000262818	6417685	6418264	17
ENSG00000234327	5111468	5115004	17
ENSG00000262294	352638	357581	17
ENSG00000129195	6444441	6451469	17
ENSG00000196388	4988130	4997610	17
ENSG00000261879	5192027	5248182	17
ENSG00000108559	5360963	5419676	17
ENSG00000262990	6749685	6749978	17
ENSG00000272636	142789	181650	17
ENSG00000262943	6853861	6954107	17
ENSG00000240898	3665220	3665702	17
ENSG00000004660	3860315	3894891	17
ENSG00000262961	5730289	5731085	17
ENSG00000285593	6373833	6375080	17
ENSG00000262503	6927472	6928191	17
ENSG00000261996	6653464	6655009	17
ENSG00000108405	3896592	3916476	17
ENSG00000187624	410325	431062	17
ENSG00000091622	6451263	6556555	17
ENSG00000262558	354737	356882	17
ENSG00000083457	3714628	3801188	17
ENSG00000282980	5512040	5512537	17
ENSG00000161929	5208920	5234860	17
ENSG00000129204	5116032	5175034	17
ENSG00000256806	6651762	6693202	17
ENSG00000263272	5425139	5432876	17
ENSG00000108515	4948092	4957131	17
ENSG00000262855	5126740	5127010	17
ENSG00000262248	3619256	3619913	17
ENSG00000083454	3672199	3696240	17
ENSG00000263316	6954098	6978960	17
ENSG00000127774	3668812	3669668	17
ENSG00000263220	5364315	5371626	17
ENSG00000263165	4163910	4164713	17
ENSG00000276855	15789016	15789705	17
ENSG00000180787	5078467	5096374	17
ENSG00000274114	6657034	6693577	17
ENSG00000108528	4937130	4940053	17
ENSG00000262495	5060356	5062123	17
ENSG00000244283	6749718	6750188	17
ENSG00000141040	16546954	16569204	17
ENSG00000091592	5499427	5619424	17
ENSG00000234203	4972851	4974681	17
ENSG00000273172	183824	191587	17
ENSG00000283033	16861146	16864223	17
ENSG00000108518	4945652	4949061	17
ENSG00000180626	5179535	5191868	17
ENSG00000284837	5772234	5930696	17
ENSG00000286430	17504005	17512266	17
ENSG00000262903	3655621	3658092	17
ENSG00000132517	5032600	5052009	17
ENSG00000263219	4222091	4223828	17
ENSG00000074370	3923870	3964464	17
ENSG00000266311	19164209	19174436	17
ENSG00000265511	17507351	17508308	17
ENSG00000261916	3601761	3602272	17
ENSG00000259024	15436021	15563561	17
ENSG00000233090	15792862	15793045	17
ENSG00000176974	18327860	18363563	17
